id	word	definition_cn	ecdict_translation	ecdict_phonetic
GRE_4818	rhinestone	n. 水晶之一种, 人造钻石	n. 莱茵石	'rainstәjn
GRE_1205	rife	adj. 普遍的	a. 流行的, 盛传的, 充满的	raif
GRE_8994	rile	v. 惹恼， 激怒	vt. 搅浑, 惹怒, 使焦急	rail
GRE_5036	rind	n. 外壳	n. 树皮, 壳, 外表 / vt. 削皮, 剥壳	raind
GRE_133	riotous	adj. 暴动的, 骚乱的, 狂欢的	a. 引起骚扰的, 暴乱的, 放荡的	'raiәtәs
GRE_667	riparian	adj. 河边的, 水滨的	a. 河岸的, 生于河岸的 / n. 河岸土地所有人	ri'pєәriәn
GRE_9833	riven	adj. 撕开的， 分裂的	rive的过去分词	'rivәn
GRE_690	roan	adj. 花毛的, 杂色的	a. 沙毛的 / n. 沙毛牲畜, 柔软的羊皮	rәun
GRE_847	robust	adj. 精力充沛的	a. 健康的, 强健的, 要用力气的, 坚定的, 粗野的 / [计] 健壮性	rәu'bʌst
GRE_6987	roil	v. 煽动, 激怒	vt. 搅浑, 使焦急	rɒil
GRE_1642	rollicking	adj. 嬉戏耍闹作乐的	a. 欢乐的；喧闹的	'rɔlikiŋ
GRE_2684	romp	n. 蹦跳游戏, 顽皮的人	n. 喧闹游玩, 顽皮女孩 / vi. 喧闹玩耍, 轻快奔跑	rɒmp
GRE_3967	rout	n. 溃退	n. 溃败, 大败, 乌合之众, 盛大晚会 / vt. 使溃败, 使败逃, 打垮, 用鼻拱, 挖起, 搜, 唤起 / vi. 用鼻拱地, 搜	raut
GRE_2945	rowdy	n. 粗暴而又好争吵的人, 吵嚷者, 小流氓	n. 好吵闹的人 / a. 吵闹的	'raudi
GRE_4871	rubble	n. 碎石	n. 粗石, 碎砖, 粗石堆	'rʌbl
GRE_595	rudimentary	adj. 根本的, 未发展的	a. 基本的, 起码的, 初步的, 发展不完全的, 残留的, 退化的 / [医] 原基的, 未成熟的; 残遗的, 已退化的	ru:di'mentәri
GRE_733	rueful	adj. 悔恨的	a. 悲伤的, 后悔的, 可怜的	'ru:ful
GRE_6571	ruffle	v. 滋扰	n. 皱褶, 波纹, 生气, 混乱 / vt. 弄皱, 触怒, 洗(牌), 连续轻擂(鼓) / vi. 起皱, 发脾气, 连续轻擂	'rʌfl
GRE_8178	runic	adj. 古北欧文字的； 神秘的	a. 如尼文字的	'ru:nik
GRE_8233	rush	v. 急促；匆忙行事； n. 冲， 奔	n. 匆促, 冲进, 急流, 灯心草 / vi. 冲, 奔, 闯, 赶紧, 匆促行事, 涌现 / vt. 使冲, 匆忙地做, 突袭, 飞跃, 用灯心草做 / a. 紧急的	rʌʃ
GRE_6343	rusticate	v. 去乡下, 使定居乡下	vi.vt. 到农村去, 过乡村生活, 住在农村, 下乡	'rʌstikeit
GRE_3639	rustler	n. 积极分子, 活跃的人	n. 活跃分子, 偷家畜贼	'rʌslә
GRE_9701	sadden	v. 使悲伤， 使难过	vt. 使忧愁, 使悲哀 / vi. 忧愁, 悲哀	sædn
GRE_1891	sagacious	adj. 有洞察力的, 有远见的, 精明的, 敏锐的	a. 睿智的, 聪明的, 贤明的, 伶俐的	sә'geiʃәs
GRE_300	sallow	adj. 菜色	a. 灰黄色的, 土色的, 气色不好的 / v. (使)成土色 / n. 黄华柳, 黄华柳细枝	'sælәu
GRE_781	sanctimonious	adj. 假装神圣的	a. 假装圣洁的, 假装虔诚的, 假装诚实的	.sæŋkti'mәuniәs
GRE_303	sanguinary	adj. 残暴的	a. 流血的, 血腥的, 嗜血的	'sæŋgwinәri
GRE_6334	sanitize	v. 清洁	vt. 对...采取卫生措施, 消毒, 使无害 / [医] 卫生处理	'sænitaiz
GRE_5305	sanity	n. 心智健全	n. 神智健全, 头脑清楚, 通情达理 / [医] 精神健全	'sæniti
GRE_5178	sapience	n. 贤明	n. 象有学识, 装聪明, 智慧	'seipjәns
GRE_3981	sapphire	n. 兰宝石	a. 天蓝色的 / n. 蓝宝石, 刚玉宝石, 天蓝色	'sæfaiә
GRE_550	sardonic	adj. 讽刺的	a. 嘲笑的, 冷笑的, 讥讽的 / [医] 痉笑的	sɑ:'dɒnik
GRE_7062	sate	v. 使心满意足, 过分的给与	vt. 充分满足, 过分满意, 使厌腻	seit
GRE_3458	satiety	n. 过饱	n. 满足, 饱食, 厌腻 / [医] 饱满感	sә'taiiti
GRE_5539	saturnine	n. 阴郁	a. 沉默寡言的, 阴沉的, 铅中毒的 / [医] 铅的	'sætәnain
GRE_9541	savvy	adj. 有见识的， 精明的	v. 理解, 领悟 / n. 理解能力, 机智, 悟性	'sævi
GRE_5990	scamper	v. 奔跳	n. 蹦跳, 奔跑, 浏览 / vi. 蹦跳, 奔跑, 浏览	'skæmpә
GRE_962	scared	adj. 恐惧的	a. 害怕的, 担惊受怕的, 惊慌的, 吓坏了的	skeәd
GRE_7759	scarlet	adj. 猩红的， 鲜红的	n. 猩红色, 绯红色, 红衣 / a. 绯红色的, 鲜红色的	'skɑ:lit
GRE_9587	scatter	v. 散开， 驱散	n. 消散, 分散, 散播, 散射, 散布, 酒馆 / vi. 散布, 散播, 消散 / vt. 使消散, 使分散, 撒, 散布, 散播, 散射 / [计] 散点图	'skætә
GRE_9280	scenic	adj. 风景如画的	a. 风景好的, 戏剧性的, 舞台的, 布景的 / n. 风光影片, 风景照片	'si:nik
GRE_1397	schematic	adj. 示意性的	a. 概要的, 图解的, 略图的 / n. 图表	ski:'mætik
GRE_9484	schematize	v. 扼要表示	vt. 把...图式化, 将...列入计划	'ski:mәtaiz
GRE_3251	schismatic	n. 分裂者, 分裂论者	n. 宗教分立派论, 分离教会会员 / a. 分离的, 分裂教会的, 犯教会分裂罪的	siz'mætik
GRE_2140	schlock	n. 次品，伪劣品，伪劣货	a. 蹩脚的, 廉价的 / n. 蹩脚的东西, 廉价的东西	ʃlɔk
GRE_2677	schnorrer	n. 笨蛋	n. 叫化子, 乞丐	'ʃnɔrә
GRE_9463	scraggly	adj. 凹凸不平的； 散乱的	a. 蓬乱的, 锯齿状的, 凸凹不平的	'skrægli
GRE_9742	scrutinize	v. 详细检查； 细读	vt.vi. 细看, 仔细检查, 审查, 细阅 / [法] 细看, 细阅, 仔细检查	'skrutinaiz
GRE_6704	scud	v. 迅速地移动或奔跑	vi. 飞奔, 疾行 / n. 飞奔, 飞云, 小阵雨, 皮垢	skʌd
GRE_5721	scythe	n. 长柄镰刀, 镰(古兵器)	n. 长柄大镰刀, 大钐镰 / vt. 用大镰刀割	saið
GRE_5358	secateurs	n. 修枝夹, 剪枝夹	n. 修枝剪, 整枝剪	.sekә'tә:
GRE_8587	secretive	adj. 守口如瓶的	a. 秘密的, 偷偷摸摸的, 分泌的, 促进分泌的	si'kri:tiv
GRE_6516	seduce	v. 诱使	vt. 唆使, 怂恿, 引诱, 诱奸 / [法] 勾引, 诱惑, 诱奸	si'dju:s
GRE_1945	seductive	adj. 诱人的	a. 诱惑的, 引人注意的, 有魅力的	si'dʌktiv
GRE_787	sedulous	adj. 坚韧不拔的	a. 勤勉的, 勤苦工作的	'sedjulәs
GRE_3133	segment	n. 段, 节, 片断	n. 片段, 部分, 分节, 段 / v. 分割, 分裂 / [计] 段	'segmәnt
GRE_2169	seine	n. (捕鱼用的)拖拉大围网	n. 曳网, 拖地大网 / vt. 用曳网围捕 / vi. 用曳网捕鱼	sein
GRE_9744	self-analysis	n. 自我分析	n. 自我心理分析	'selfә'nælisis
GRE_8073	self-doubt	n. 自我怀疑	n. 缺少自信, 自我疑惑	'self'daut
GRE_7740	self-effacement	n. 自谦	n. 自我轻视, 谦逊	'selfi'feismәnt
GRE_8084	sensitize	v. 使某人或某事物敏感	vt. 使敏感, 使具有感光性 / vi. 变得敏感	'sensitaiz
GRE_5602	serendipity	n. 有意外发现珍宝的运气	n. 偶然发现珍宝的运气/才能, 易遇奇缘的运气	,serәn'dipiti
GRE_7771	serenity	n. 平静	n. 宁静, 沉着, 晴朗	si'reniti
GRE_5261	shack	n. 小室	n. 陋屋, 棚屋 / vi. 居住, 暂住	ʃæk
GRE_5830	shaft	n. 轴, 杆状物	n. 轴, 箭杆, 矛, 矿井 / vt. 装杆于, 利用	ʃæft
GRE_8081	shallowness	n. 浅； 浅薄	n. 浅；肤浅	'ʃæləunis
GRE_6494	sham	v. 佯装	n. 假, 赝品, 骗子, 哄骗 / a. 假的, 伪造的 / vt. 假装, 冒充 / vi. 装假	ʃæm
GRE_2299	shard	n. [瓷]碎片破片	n. 陶瓷碎片, 鞘翅, 薄硬壳	ʃɑ:d
GRE_7836	sheltered	adj. 遮蔽的	a. 受庇护的, 受保护的	
GRE_8790	shifting	adj. 变动的； 运动的	[计] 移位, 移位操作	'ʃiftiŋ
GRE_858	shipshape	adj. 井然有序的	a. 整洁干净的, 整整齐齐的 / adv. 整洁地, 整齐地	'ʃipʃeip
GRE_6178	shriek	v. 尖声叫喊, 耸人听闻地报道, 尖声喊叫	n. 尖锐的响声 / vi. 尖叫, 发尖声 / vt. 尖声发出	ʃri:k
GRE_3908	shuck	n. 壳	n. 壳, 外皮, 牡蛎壳 / v. 剥去, 脱去	ʃʌk
GRE_6402	shunt	v. 逃避	vt. 使转轨, 使分流, 回避讨论, 推延 / vi. 转向一边, 转轨, 往返 / n. 转轨, 分流	ʃʌnt
GRE_6458	sift	v. 详审	vt. 筛, 过滤, 撒, 详查 / vi. 筛, 被筛下, 精选	sift
GRE_8353	significant	adj. 相当数量的； 意义重大的	a. 重要的, 有效的, 有含义的, 暗示的, 值得注意的	sig'nifikәnt
GRE_5652	simian	n. 猿	a. 类人猿的, 猴子一般的 / n. 猴子, 类人猿	'simiәn
GRE_9211	sincerity	n. 诚挚	n. 诚实, 真实, 诚心诚意	sin'serәti
GRE_1233	sinewy	adj. 强壮有力的	a. 强壮的, 结实的, 多腱的	'sinju:i
GRE_1664	sinister	adj. 险恶的	a. 不吉利的, 凶恶的, 左边的 / [医] 左的	'sinistә
GRE_1538	sinuous	adj. 蜿蜒的, 错综复杂的, 动作复杂的, 不老实的	a. 弯弯曲曲的, 迂回的, 运动柔软的 / [医] 纡曲的	'sinjuәs
GRE_6446	sip	v. 吸吮	n. 啜饮, 小口喝, 抿 / vi. 啜饮 / vt. 啜 / [计] 单列直插式组件	sip
GRE_2259	skein	n. (一)束, (一)群, 一团糟	n. 一束, 飞鸟群, 纠纷 / [医] 染色质纽, 丝球; 线团, 线球	skein
GRE_392	sketchy	adj. 粗略的	a. 概略的, 草草完成的	'sketʃi
GRE_2212	skewer	n. (烤肉用的)串肉扦, 扦, 棒	n. 串肉棒, 烤肉叉子, 针状物 / vt. 刺穿, 串住, 讽刺	skju:ә
GRE_5220	skiff	n. 小船	n. 小艇, 轻舟, 小型帆船	skif
GRE_6196	skimp	v. 节约使用	vt. 少给, 克扣 / vi. 吝啬 / a. 少的, 不足的	skimp
GRE_3275	skit	n. 讽刺话, 幽默故事, 若干, 一群	n. 讽刺文, 戏文, 小喜剧	skit
GRE_3987	slacker	n. 懒鬼	n. 懒惰虫, 逃避兵役者	'slækә
GRE_528	slanderous	adj. 诽谤性的	a. 中伤性的, 中伤的, 挖苦人的 / [法] 诽谤的, 造谣中伤的, 诋毁的	'slændәrәs
GRE_385	slapdash	adj. 匆促的	n. 草率 / a. 猛烈的, 粗心的	'slæpdæʃ
GRE_8928	slash	v. 大量削减	v. 猛砍, 乱砍 / n. 猛砍, 乱砍, 删减 / [计] 斜线	slæʃ
GRE_3986	slattern	n. 懒妇, 妓女	n. 衣着不整的女人, 荡妇 / a. 不整洁的 / vt. 浪费掉	'slætәn
GRE_8776	slavish	adj. 卑屈的； 效仿的， 无创造性的	a. 奴隶的, 奴性的, 盲从的	'sleiviʃ
GRE_6320	slink	v. 潜逃	vi. 鬼鬼祟祟地走, (动物)早产 / vt. 早产 / n. 鬼鬼祟祟的人, 早产的动物 / a. 早产的	sliŋk
GRE_1065	slipshod	adj. 漫不经心的	a. 破烂的, 马虎的, 潦草的	'slipʃɒd
GRE_5729	sliver	n. 长条	n. 裂片, 薄片, 梳毛 / vt. 切成长片 / vi. 剖开, 分裂	'slivә
GRE_6180	slog	v. 艰难行进	n. 猛击, 苦干, 跋涉 / v. 猛击, 苦干	slɒg
GRE_5977	slue	v. =slew	v. (使)旋转 / n. 旋转	slu:
GRE_9038	slug	v. 猛击， 拳击	n. 鼻涕虫, 刺蛾, 懒汉, 弹丸, 金属小块, 重击 / vi. 偷懒, 动作迟缓 / vt. 重击	slʌg
GRE_641	sluggish	adj. 行动迟缓的	a. 偷懒的, 懒惰的, 迟钝的 / [经] 萧条的, 呆滞的	'slʌgiʃ
GRE_6150	slur	v. 忽视	n. 连音符, 诽谤, 玷污, 印刷模糊 / vt. 草率地看过, 忽略, 含糊地念 / vi. 模糊不清	slә:
GRE_6422	smear	v. 涂上, 抹掉, 涂污, 诽谤, 抹去	vt. 涂, 擦上, 玷污, 把...擦模糊 / vi. 被弄脏 / n. 污点, 污迹, 污蔑	smiә
GRE_1082	smutty	adj. 煤黑的	a. 煤灰色的, 患黑穗病的, 猥亵的 / [法] 污染的, 猥亵的	'smʌti
GRE_770	snappish	adj. 急躁的	a. 要咬人的, 厉声说话的, 没好气的	'snæpiʃ
GRE_5184	snare	n. 陷井	n. 陷阱, 诱惑, 圈套 / vt. 以陷阱捕获, 诱惑	snєә
GRE_2203	snips	n. (剪金属板的)铁剪，铁铗	n. 剪（snip的复数）	
GRE_1162	snug	adj. 暖和的	a. 舒适的, 温暖的, 整洁的, 紧身的, 隐藏的 / vt. 使整洁干净, 使紧身, 隐藏	snʌg
GRE_6202	soak	v. 浸, 泡, 浸透	n. 浸, 湿透, 大雨 / vt. 使上下湿透, 浸, 吸入, 吸收, 浸洗掉 / vi. 浸泡, 渗透	sәuk
GRE_6205	soaked	v. 浸湿	a. 湿透的	
GRE_1003	sober	adj. 冷静的	a. 未醉的, 稳重的, 节制的, 严肃的, 不夸大的, 合理的, 朴素的 / vt. 使醒酒, 使严肃 / vi. 从醉里醒来, 变严肃	'sәubә
GRE_4522	sobriety	n. 清醒	n. 节制饮酒, 戒酒, 节制, 一本正经, 庄重	sә'braiiti
GRE_838	sodden	adj. 浸透的	a. 浑身湿透的, 饱含的, (因沉湎于酒而)迷糊的 / vt. 拿水浸, 使变呆 / vi. 被浸湿	'sɒdn
GRE_3487	solder	n. 焊料	n. 焊接剂, 接合物 / v. 施以焊接, 焊合, 联结	'sɒldә
GRE_6228	solicit	v. 恳求	v. 请求, 乞求, 招揽, 征求	sә'lisit
GRE_9146	solicitude	n. 关怀， 牵挂	n. 焦虑, 关心, 担心, 挂念, 渴望, 担心的事情	sә'lisitju:d
GRE_1713	sonorous	adj. 醒目的	n. 宏亮的, 响亮的, 作响的 / [医] 响声的, 作响的	sәu'nɒ:rәs
GRE_9959	soothe	v. 抚慰； 减轻	vt. 缓和, 使安静, 安慰, 奉承 / vi. 起安慰作用	su:ð
GRE_8998	soulful	adj. 充满感情的， 深情的	a. 充满精神的, 感情上的, 高尚的	'sәulful
GRE_3886	sovereign	n. 君主, 统治	n. 元首, 独立国 / a. 具有主权的, 至高无上的, 国王的, 完全的	'sɒvrin
GRE_9595	span	n. 跨度； 两个界限间的距离	n. 指距, 全长, 跨距, 一段时间, 小范围 / vt. 以手指测量, 跨越, 架设, 持续	spæn
GRE_4049	spangle	n. 亮晶晶的小东西	n. 亮晶晶的小物件 / v. (使)闪烁	'spæŋgl
GRE_817	sparing	adj. 节俭的, 保守的	a. 节约的, 节制的, 吝啬的, 爱惜的, 吝惜的, 节省的, 贫乏的, 少量的	'speәriŋ
GRE_9310	sparring	n. 拳击， 争斗	n. 对打；夹条板, 保护条	'spɑ:riŋ
GRE_17	spartan	adj. 简单的；朴素的；刻苦的	a. 斯巴达的, 斯巴达式的, 刚强的, 勇敢的, 好战的, 严峻的, 简朴的, 艰苦的 / n. 斯巴达人, 勇士, 坚韧不拔的人	'spɑ:tәn
GRE_3001	spate	n. 大水	n. 泛滥, 洪水, 大雨, 大量, 一阵	speit
GRE_7792	spatter	v. 洒， 溅	vt. 溅, 中伤 / vi. 飞溅 / n. 溅, 少量	'spætә
GRE_4146	spear	n. 矛, 枪	n. 矛, 枪, 持矛者, 嫩枝 / vt. 用矛刺 / vi. 刺, 戳 / a. 父系的	spiә
GRE_9506	specialize	v. 专门研究	vt. 使特殊化, 列举, 特别指明, 限定...的范围 / vi. 成为专家, 专攻	'speʃәlaiz
GRE_8902	specified	adj. 特定的	a. 规定的；详细说明的	
GRE_5461	spelunker	n. 业余性质的洞窟探勘者	n. 探勘洞穴者；地下冒险	spi:lʌŋkә
GRE_3600	spendthrift	n. 挥霍者	n. 浪费的人 / a. 浪费的, 挥霍无度的	'spendθrift
GRE_5	sphinx	n. [希神]斯芬克斯(有翼的狮身女怪, 传说她常叫过路行人猜谜, 猜不出者即遭杀害)	n. 史芬克斯(希腊神话人物), 人面狮身像, 天蛾	sfiŋks
GRE_8221	spinning	adj. 旋转的	n. 纺纱 / [化] 纺丝	'spiniŋ
GRE_459	spiny	adj. 多剌的, 剌状的	a. 多刺的, 尽是尖刺的, 尖刺状的, 麻烦的, 棘手的	'spaini
GRE_9182	spiritual	adj. 精神的	a. 精神上的, 神圣的, 崇高的, 高尚的, 鬼的, 招魂术的 / n. 有关教会的事	'spiritʃuәl
GRE_2162	spite	n. (in ～ of)不顾, 不管, 敌意	n. 恶意, 怨恨, 使人烦恼的事物 / vt. 故意刁难, 欺侮	spait
GRE_1798	splashy	adj. 易溅的, 泼溅的, 有色斑的	a. 容易溅开的, 泥泞的, 遍布斑点的	'splæʃi
GRE_9863	spleen	n. 怒气	n. 脾脏, 坏脾气, 怨恨 / [医] 脾	spli:n
GRE_3430	splendor	n. 光彩, 壮观, 杰出	n. 光辉, 壮丽, 显赫	'splendә
GRE_9662	spoilsport	n. 使人扫兴的人	n. 扫兴者	'spɒilspɒ:t
GRE_1690	spongy	adj. 像海绵的, 柔软, 多孔而有弹性的	a. 海绵状的, 海绵质的, 多孔的 / [医] 海绵状的, 海绵构造的	'spʌndʒi
GRE_1031	sporadic	adj. 零星的	a. 偶尔发生的, 零星发生的, 分散的 / [医] 散在的, 散发的	spәu'rædik
GRE_8526	sportive	adj. 嬉戏的， 欢闹的	a. 嬉戏着的, 戏谑的, 闹着玩的, 运动的	'spɒ:tiv
GRE_5280	sprig	n. 小枝, 小枝状饰物, 子孙, 年青人, 图钉	n. 小树枝, 无头钉 / vt. 用小树枝装饰, 用钉子钉上, 使蔓生	sprig
GRE_1250	sprightly	adj. 轻快的	a. 活泼的, 愉快的 / adv. 活泼地, 愉快地	'spraitli
GRE_6586	sprinkling	vbl. 洒水	n. 洒, 撒, 少量, 点滴, 稀落	'spriŋkliŋ
GRE_6172	sprint	v. 疾跑美国著名的通讯公司	n. 短距离赛跑 / vi. 全速跑, 冲刺 / vt. 全速跑过	sprint
GRE_6319	spurn	v. 弃绝	n. 踢开, 拒斥 / vt. 踢开, 冷落, 践踏, 唾弃 / vi. 藐视, 摒弃	spә:n
GRE_6542	squabble	v. 争论	vi. 争吵, 口角 / n. 争吵, 口角	'skwɒbl
GRE_8002	squall	n. 短暂、 突然且猛烈的风暴； 短暂的骚动	n. 飑, 喊叫 / vi. 起飑, 嚎啕, 叫嚷 / vt. 尖叫	skwɒ:l
GRE_7856	squeamish	adj. 易受惊的； 易恶心的	a. 过于拘谨的, 神经质的, 易呕吐的	'skwi:miʃ
GRE_6481	squelch	v. 压制	n. 嘎吱声, 压碎的一堆, 使对手哑口无言的话 / vt. 压碎, 镇压, 使咯吱咯吱响 / vi. 咯吱咯吱响, 涉水而过 / [计] 撤消权限	'skweltʃ
GRE_327	staid	adj. 沉静的	a. 认真的, 沉着的, 固定的	steid
GRE_8429	stained	adj. 污染的， 玷污的	a. 沾污的, 褪色的, 着色的, 染色的 / [化] 染污	steind
GRE_4809	stake	n. 树桩	n. 桩, 炮烙刑, 木柱, 赌注, 奖金 / vt. 打桩, 用桩撑, 下赌注, 资助 / vi. 打赌	steik
GRE_3821	stalk	n. 茎, 柄, 梗, 秆	n. 茎, 追踪, 高视阔步 / vi. 悄悄靠近, 蹑手蹑脚地走近, 蔓延, 高视阔步 / vt. 追踪, 搜索	stɒ:k
GRE_3094	staple	n. 钉书钉, 钉, 主要产品(或商品), 原材料, 主要成分, 来源	n. 主要产物, 常用品, 主要要素, 原料, 订书钉, 钩环 / a. 主要的, 重要的 / vt. 分级, 钉住	'steipl
GRE_6552	stash	v. 中断	vt. 藏起来 / n. 隐藏处, 隐藏物	stæʃ
GRE_3085	statuary	n. 雕象	n. 雕像, 雕像艺术, 雕像家 / a. 雕像的, 雕像用的	'stætjuәri
GRE_784	staunch	adj. 坚定的	vt. 止住, 止血 / a. 坚固的, 坚强的, 忠实的, 忠诚的, 不透水的	stɒ:ntʃ
GRE_3822	stem	n. 茎, 干, 词干, 茎干	n. 茎, 干, 柄, 船首, 血统, 堵塞物 / vt. 摘掉茎, 装柄于, 阻止, 堵住, 逆行 / vi. 堵住, 逆行	stem
GRE_3722	stickler	n. 坚持己见的人, 困难的问题	n. 坚持要求某种品质的人, 坚持要求一丝不苟者, 难题, 费解的事物	'stiklә
GRE_2940	stimulant	n. 刺激物	a. 兴奋性的, 激励的, 鼓舞的 / n. 兴奋剂, 酒精饮料	'stimjulәnt
GRE_8962	stinginess	n. 小气	n. 吝啬	
GRE_7494	stir	v. 刺激	n. 骚动, 轰动, 搅动, 监狱 / vt. 移动, 摇动, 激起, 惹起, 搅拌 / vi. 走动, 传播, 搅拌	stә:
GRE_5586	stodge	n. 油腻的食物, 贪吃的人	n. 易饱的食物, 烤布丁, 步履艰难的人 / vi. 狼吞虎咽, 艰难地行走 / vt. 暴食, 使塞饱, 搀和, 使充分满足	stɒdʒ
GRE_2141	stoic	n. 高度自制者；坚忍克己之人	a. 斯多葛派的, 禁欲主义的, 不以苦乐为意的, 坚忍的, 淡泊的 / n. 斯多葛派学者, 画廊派的人, 禁欲主义者, 不介意苦乐的人, 高度自制的人	'stәuik
GRE_5089	stomach	n. 胃, 胃口, 胃部	n. 胃, 食欲, 欲望, 肚子 / vt. 吃下, 忍受	'stʌmәk
GRE_6238	straddle	v. 跨骑	n. 跨坐, 观望 / v. 跨坐, 两腿叉开坐, 观望	'strædl
GRE_5694	stricture	n. 责难	n. 狭窄, 指责, 束缚 / [医] 狭窄	'striktʃә
GRE_6619	stridulate	v. 发出尖而高的声音, 吱吱叫鸣	vi. 发出刺耳叫声	'stridjuleit
GRE_9849	stroke	v. 抚摸； n. 击， 打； 一笔， 一画	n. 笔划, 打, 中风, 抚, 摩, 冲程 / vt. 划尾桨, 抚, 摩, 划去 / [计] 笔划	strәuk
GRE_4101	strum	n. 乱弹的声音	n. 弹拨(声) / v. 漫不经心地弹, 漫不经心地奏	strʌm
GRE_8027	stubborn	adj. 固执的； 难以改变的	a. 顽固的, 不听话的, 执拗的, 棘手的	'stʌbәn
GRE_9061	stubby	adj. 短粗的	a. 又短又秃的(铅笔), 粗而短的(身材), 浓密短硬的(毛发)	'stʌbi
GRE_8596	studied	adj. 深思熟虑的； 认真习得的	a. 有计划的, 慎重的	'stʌdid
GRE_7067	stun	v. 使晕倒, 使惊吓, 打晕	vt. 使昏迷, 使震惊, 打昏 / n. 昏迷, 猛击	stʌn
GRE_2102	stunning	adj. 足以使人晕倒的, 极好的	a. 打昏迷的, 弄得人昏头昏脑的, 令人震惊的	'stʌniŋ
GRE_6263	stupefy	v. 麻木	vt. 使麻醉, 使失去知觉, 使惊呆 / [法] 使昏迷, 使失知觉, 使保若木鸡	'stju:pifai
GRE_3612	stupor	n. 昏迷	n. 无感觉, 人事不省, 麻木 / [医] 木僵, 昏呆	'stju:pә
GRE_6543	subdue	v. 征服	vt. 使服从, 压制, 减弱, 抑制, 克制	sәb'dju:
GRE_5985	subsume	v. 包容, 包含	vt. 把...归入, 把...纳入, 把...列入某一类, 把...归类	sʌb'sju:m
GRE_7343	successively	adv. 接连地， 继续地	adv. 接连着地；相继地	
GRE_477	suggestible	adj. 耳根软的, 可建议的, 容易受暗示影响的	a. 易受影响的, 可提议的, 容易受暗示的 / [医] 易暗示的	sә'dʒestәbl
GRE_8784	superannuate	v. 使退休领养老金	vt. 给养老金使退休, 因体弱令...退职, 因年老令...退职, 淘汰, 废弃	sju:pә'rænjueit
GRE_9	superfuse	n. [罕]倾注, 浇盖	vt.vi. (使)过冷	,sju:pә'fju:z
GRE_2106	superlative	adj. 最高的	a. 最上的, 无比的, 过度的 / n. 最好的人(物), 最高程度, 最高级	sju:'pә:lәtiv
GRE_7570	supportive	adj. 支持的	a. 支撑, 支承, 资助, 赞助, 支援, 经受, 忍受, 扶养, 证实, 鼓励, 维持, 伴奏	sә'pɔ:tiv
GRE_8022	supreme	adj. 最高的； 极度的	n. 至高, 霸权 / a. 至高的, 终极的, 极端的, 最大的	sju'pri:m
GRE_9083	surpass	v. 超过	vt. 超越, 凌驾, 胜过	sә'pɑ:s
GRE_348	sustained	adj. 持续不变的, 相同的	a. 持续的, 持久不变的, 持久的, 不懈的 / [计] 持续的	sәs'teind
GRE_401	swank	adj. 打扮漂亮的	vi. 出风头, 炫耀 / n. 出风头, 炫耀, 虚张声势, 优雅	swæŋk
GRE_8529	swathe	v. 包， 绑， 裹	vt. 绑, 裹, 包围 / n. 带子, 绷带	sweiθ
GRE_6533	swindle	v. 诈骗	n. 骗取, 欺诈, 骗局 / v. 骗取, 诈取	swindl
GRE_5838	swine	n. 猪, 卑贱的人	n. 猪, 卑鄙的家伙	swain
GRE_9702	swipe	v. 猛击； n. 猛击	n. 强打, 用力挥击, 尖刻的话, 碰擦, 起重杆 / vt. 强打, 用力挥击, 偷	swaip
GRE_12	switcheroo	n. [俚]突然变化	n. 骤变, 惊人的大变	,switʃә'ru:
GRE_2396	symbiosis	n. [生]共生(现象), 合作(或互利,互依)关系	n. 共栖, 共同生活 / [化] 类聚效应	.simbai'әusis
GRE_6746	syncopate	v. [音]切分, [语]词中省略	vt. 把中间的字母省略掉	'siŋkәpeit
GRE_7248	syndrome	n. 综合症	n. 并发症状, 综合征, 同时存在的事物 / [计] 校验子; 并发位	'sindrәum
GRE_2973	synopsis	n. 大纲	n. 概要, 摘要, 大意 / [化] 一览表; 提要	si'nɒpsis
GRE_3352	tableland	n. 高原	n. 高地	'teibllænd
GRE_1126	tacit	adj. 默许的	a. 沉默寡言的, 不苟言笑的, 缄默的	'tæsit
GRE_1936	tacky	adj. 有些粘的, 缺乏教养或风度的, 俗气的	a. 发粘的, 破烂的, 俗丽的	'tæki
GRE_9003	talented	adj. 天才的	a. 天资高的, 有才能的	'tælәntid
GRE_4590	talkathon	n. 冗长的讨论, 冗长的演说	n. 冗长讨论, 冗长演说	'tɒ:kәθɒn
GRE_6511	tang	v. 有浓味	n. 强烈味道, 特殊的气味, 特性, 柄脚, 当的一声, 墨角藻 / vt. 使发气味, 装刀柄于, 使发出当的一声 / vi. 发出当的一声	tæŋ
GRE_1237	tangible	adj. 切实的	n. 可触知的东西, 有形资产 / a. 可触摸的, 有实体的, 非相像的, 有形的, 明确的	'tændʒәbl
GRE_9225	tangy	adj. 气味刺激的， 扑鼻的	a. 有强烈盐味的, 气味刺鼻的, 有刺激性的	'tæŋi
GRE_425	tantamount	adj. 等价	a. 同等的, 相等的, 相当于...的 / [法] 相等的, 相当的, 同等的	'tæntәmaunt
GRE_1523	tardy	adj. 拖拉非	a. 慢的, 迟到的, 勉强的, 拖拉的, 迟的	'tɑ:di
GRE_3214	tarpaulin	n. 防水油布	n. 柏油帆布, 油布衣, 防水帽 / [医] 帆布	tɑ:'pɒ:lin
